上映日期,中文片名,累計銷售金額,google trend,預告觀看次數,新類別,導演1_ig,演員1_ig,演員2_ig,編劇1_ig,導演1_twitter,演員1_twitter,演員2_twitter,編劇1_twitter,導演1搜尋,演員1搜尋,演員2搜尋,編劇1搜尋,like,dislike,month,revised_y,like_ratio,dislike_ratio,like_inverse,dislike_inverse,like_audience_ratio,dislike_audience_ratio
2019/8/16,驅魔使者,28232522,0,68998,0,-1,9184925,-1,-1,,10000.0,,,3200,735000.0,701000.0,,286,13,8,3,0.1940297189212752,-0.15447024964074796,-0.09558417446740336,-0.29169398271666513,-0.0478859559104747,0.032486589337606966
2019/8/16,炫目之光,1297424,0,347199,1,12110,-1,-1,12110,48685.0,1.0,2875.0,48685.0,29100,5910.0,2150.0,9220.0,183,11,8,0,0.10007746186750836,-0.008306940857376766,-0.06613837144405234,-0.2232508693250271,-0.015754821284429205,0.06613970969015182
2019/8/14,憤怒鳥玩電影2冰的啦,19553951,0,206474,5,9794,17144,561160,445,24594.0,45787.0,11503.0,569.0,10700,50500.0,142000.0,21000.0,1545,78,8,2,0.1614809530294688,-0.10383351701984762,-0.13821605732894235,-0.605391585761673,-0.12566869600765776,-0.04016768188582557
2019/8/9,蠟筆小新電影新婚旅行風暴奪回廣志大作戰,9962290,380,333279,5,-1,-1,-1,-1,3321.0,31000.0,,,14700,605000.0,20600.0,13500.0,492,35,8,2,0.031065928761955113,0.09905561049834356,-0.11748897915550593,-0.5283116032991854,0.06446401141004184,0.17599555744265719
2019/8/9,絕世名伶,1140751,531,15923,1,280,107888,3983,-1,,1030.0,5.0,66.0,3960,23700.0,1520.0,516.0,38,4,8,0,-0.17374142450953006,0.41767829563717795,0.24584871373182063,0.5552895455048558,-0.04198447355783963,0.03661828797054855
2019/8/9,乘浪之約,3029547,0,87859,5,-1,1343877,1435747,-1,47000.0,58000.0,926000.0,,30800,49000.0,39900.0,667000.0,852,21,8,1,0.33203868408499965,-0.36917341508524804,-0.13033891927747507,-0.4350986012515259,-0.06268247343911447,0.028323137241640293
2019/8/9,懸案判決,936163,0,15315,3,879,-1,-1,879,172.0,,36.0,172.0,57900,46400.0,59200.0,2250.0,200,8,8,0,0.22967522974610707,-0.20992464710614692,-0.07308815272072867,-0.056420780432909365,-0.04504451823636022,0.03523433203486311
2019/8/9,朵拉與失落的黃金城,13895097,0,427312,5,1495,2634751,-1,-1,5525.0,1073.0,82431.0,3678.0,23000,29300.0,238000.0,186000.0,618,34,8,2,0.13243369305832398,-0.05864414359113216,-0.12368938715610658,-0.5241992649735532,-0.012757000011650048,0.06678188509936923
2019/8/7,靈異乍現,4444821,0,52552,6,6208,3054933,-1,-1,,2276775.0,,361.0,11200,862000.0,,29900.0,450,14,8,1,0.2885722663101252,-0.30155188429753893,-0.11465057015967543,-0.31858234869195157,-0.051010857277748525,0.03244531853405282
2019/8/7,在黑暗中說的鬼故事,52573629,0,373792,4,-1,20515,24684,-1,26339.0,12365.0,,8642.0,1240,150000.0,5510.0,5860.0,1735,59,8,3,0.2692813528848086,-0.2715406442899236,-0.13927660193329922,-0.585187333362164,0.10345886222692094,0.1282971811509295
2019/8/2,痛苦與榮耀,2820922,0,276710,3,72322,2303961,4961927,72322,,725634.0,,,150000,122000.0,527000.0,49300.0,47,1,8,1,0.35492959417225195,-0.40478523819984064,0.17044992733641892,4.225551501131447,-0.049674962440413695,0.03472519899262724
2019/7/31,玩命關頭特別行動,453524734,261,3118756,5,82989,163322060,24294265,4238,9402.0,14023384.0,372469.0,71151.0,38500,177000.0,374000.0,284000.0,17000,500,7,3,0.2999478082293468,-0.31924903068079064,-0.14702035880036105,-0.6583437411556702,-0.00786396935271115,0.056030824880186056
2019/7/26,人生消極掰,7419953,0,112287,0,-1,796623,2153610,-1,102056.0,136666.0,200367.0,102056.0,218000,261000.0,83900.0,45100.0,473,13,7,2,0.3128969847857003,-0.33939431032440354,-0.11626737455899176,-0.29169398271666513,-0.05464245376257777,0.03126267810876894
2019/7/26,駭客任務,3035297,692,654421,2,-1,41189,8613,-1,8019.0,252746.0,2020.0,8019.0,19200,113000.0,29300.0,8080.0,1294,28,7,1,0.35246619517446126,-0.40095288164277854,-0.13633754408145046,-0.493356727531313,-0.020658666681476947,0.04618823592688019
2019/7/26,鬼學怨,4346252,0,51667,3,31397,-1,-1,31397,14259.0,,,14259.0,55100,,,23900.0,107,13,7,1,-0.2667875237975234,0.5624318775924934,-0.008064333288208245,-0.29169398271666513,-0.04357420998497842,0.03286051792891681
2019/7/26,電影哆啦A夢大雄的月球探測記,21752086,0,130395,5,-1,-1,-1,-1,,,,555.0,298000,64400.0,1140000.0,5.0,997,48,7,2,0.17658786450172445,-0.1273356258091939,-0.13289301135454312,-0.566179385381047,-0.07234427807168929,0.010556741077725145
2019/7/26,漫長的告別,902446,624,10353,3,-1,25526,761017,-1,7723.0,4083.0,,7723.0,163000,270000.0,94400.0,58000.0,124,1,7,0,0.446114771474486,-0.5466437485160496,-0.027235421223568063,4.225551501131447,-0.04356911748916616,0.03766710253688879
2019/7/24,從前有個好萊塢,37415025,0,68282,0,494421,38353846,209206,494421,154027.0,19230446.0,224254.0,154027.0,141000,1100000.0,781000.0,141000.0,579,17,7,3,0.3002884284829943,-0.3197789400717192,-0.12205858653221309,-0.38026742357643206,-0.05462902281318041,0.03080928986651542
2019/7/19,電流大戰,22676205,0,265580,1,-1,29223,9174,2542,,318484.0,3028.0,890.0,26600,139000.0,54900.0,3690.0,1734,87,7,3,0.16349320223443414,-0.1069640112848872,-0.13927162851797192,-0.611881880997087,-0.2693144881512968,-0.17190673196464257
2019/7/19,城市獵人劇場版新宿PrivateEyes,1786088,0,43122,0,417227,417227,-1,417227,66294.0,66294.0,,66294.0,6270,26000.0,,9190.0,560,4,7,0,0.4525650078351856,-0.5566785035978261,-0.12118180718579563,0.5552895455048558,-0.052960740863403036,0.03647535437063437
2019/7/19,灼人秘密,7346364,0,110058,3,-1,6439,29762,-1,25582.0,29027.0,506859.0,25582.0,122000,177000.0,8950000.0,43800.0,714,24,7,2,0.27188956099394335,-0.27559828312885515,-0.12694466338531346,-0.4642276643914195,-0.06123064750644904,0.02569560745016307
2019/7/19,首席指揮家,1419055,0,8905,3,-1,2385,-1,-1,1402.0,1380.0,,1402.0,1870000,8110.0,,354000.0,151,2,7,0,0.4100772376896463,-0.4905794734942119,-0.04881129697162203,1.7787101973803858,-0.04405725202731349,0.03732948463410395
2019/7/17,獅子王,314146542,655,549365,0,1987908,7338981,3734887,-1,2050935.0,8220761.0,2421114.0,67.0,347000,317000.0,46100.0,15300.0,3949,93,7,3,0.33947492629312326,-0.38074211817060205,-0.14411157772997166,-0.6155108632792539,0.04894409088159932,0.076983260689038
2019/7/12,仲夏魘,2449440,0,29762,4,572,22749,404666,572,68001.0,14463.0,381803.0,68001.0,33800,21400.0,95200.0,8290.0,125,4,7,1,0.2826369060362314,-0.2923181317123599,-0.028200741886666176,0.5552895455048558,-0.043749982756680315,0.03654905990654352
2019/7/12,鱷魔,28674749,0,351040,4,-1,1956827,441,-1,25223.0,668642.0,1240.0,5421.0,141000,29200.0,166000.0,26300.0,822,62,7,3,0.004619259440305801,0.1401991957146074,-0.1296979855244328,-0.5892007417335435,0.0631947404395891,0.18255584340273104
2019/7/11,王者天下,5120007,1868,472164,0,-1,3494042,15761,-1,25000.0,,,25000.0,465000,35500.0,7180.0,227000.0,455,17,7,1,0.24704486425820704,-0.2369469170575066,-0.1150159540492486,-0.38026742357643206,-0.025995756120393364,0.04847434164463738
2019/7/10,名偵探柯南紺青之拳,109601774,0,312725,6,-1,-1,-1,-1,,,305000.0,3955.0,12700,5320000.0,109000.0,7350.0,3059,63,7,3,0.3595762094037158,-0.41201406567213,-0.14300920947924708,-0.5904536046642916,3.2406564572565704,1.278039291761658
2019/7/5,掃毒2天地對決,40770948,857,329753,0,-1,201644,465116,-1,,261000.0,589466.0,,525000,15100000.0,6420000.0,286000.0,0,0,7,3,-6.602381011680003,-0.6350750276742058,-0.14790050411083283,-0.6681311063706744,-0.041264837054781754,0.03800802612317448
2019/7/5,我的青春都是你,1744430,0,79817,1,-1,234593,521337,-1,,17322.0,976789.0,,6740000,676000.0,668000.0,,948,23,7,0,0.33465389001601153,-0.3732419405684393,-0.1321173076150303,-0.45536229734884315,-0.06425428054404882,0.027775299818238976
2019/7/5,米開朗基羅無盡之詩,1466876,0,13660,0,-1,9780,-1,-1,,695.0,,,29400,16300.0,,,77,0,7,0,0.5029574794031513,-0.6350750276742058,0.046417291707619546,-0.6681311063706744,-0.04271182043407105,0.03800802612317448
2019/7/2,蜘蛛人離家日,379559099,0,1725942,5,242025,32475777,1189032,11147,33180.0,4837722.0,104130.0,11927.0,183000,226000.0,25100.0,48500.0,13000,274,7,3,0.3562901035890193,-0.4069018085114175,-0.1467495448586774,-0.6502709508688419,0.009358719815658192,0.057583093593263385
2019/6/28,如常,10011068,857,60736,3,-1,-1,-1,-1,,,,,8300,,,,447,15,6,2,0.27226467125110115,-0.2761818492725977,-0.11442741624054015,-0.3418855992038664,-0.051266858547010845,0.03185037725038571
2019/6/28,寄生上流,145407913,0,241554,3,-1,-1,1808,-1,,,,,20600,107000.0,7200.0,6890.0,978,24,6,3,0.33276973111373465,-0.37031071881745053,-0.13260145474680338,-0.4642276643914195,-0.12308149515227097,0.0011732932792831066
2019/6/28,電影版妖怪手錶永遠的朋友,1520364,0,72094,5,-1,-1,160077,-1,,114000.0,1028000.0,,155000,13700.0,1220000.0,,54,3,6,0,0.12899229566193227,-0.05329029637054634,0.12918227881547886,0.9630964294633657,-0.04253141455094946,0.03671709621226954
2019/6/28,靠譜歌王,10597117,0,878822,0,-1,2369673,24088,-1,22118.0,20527.0,10101.0,2864.0,286000,306000.0,18500.0,36000.0,1413,32,6,2,0.3456074228532129,-0.39028255941633383,-0.13731135317097382,-0.5152035248862332,-0.027602751358860922,0.04368436379618438
2019/6/25,安娜貝爾回家囉,84077501,0,1067446,4,-1,762365,67111,-1,20.0,234360.0,493101.0,20.0,41800,164000.0,233000.0,11600.0,1659,118,6,3,0.03113421437905898,0.09894937726828408,-0.13888153468465997,-0.6266592198664191,-0.029206013611385428,0.05374364973915034
2019/6/25,九龍不敗,1509112,0,46182,3,-1,-1,71642,-1,,175.0,21855.0,,1400000,1920000.0,1870000.0,5280000.0,226,47,6,0,-0.7203059238236192,1.2679790567732956,-0.08169488341162562,-0.5640101998280761,-0.046040225549611805,0.01978831324406509
2019/6/21,恰吉,16378829,649,183560,4,2760,2263888,54109,-1,57.0,1939928.0,4283.0,575.0,14300,44500.0,55000.0,44800.0,545,36,6,2,0.0626955419177927,0.04984882122717647,-0.12044643020620746,-0.5321954783845044,-0.0655372553224065,0.008593459980432877
2019/6/21,別問我是誰,920125,865,30709,0,1535,273429,-1,1535,,19769.0,,,5220,225000.0,,1440.0,79,12,6,0,-0.43401023370671504,0.8225834199877102,0.04149785383879795,-0.2603242224121644,-0.04284082126621088,0.03361615671169869
2019/6/20,玩具總動員4,312226255,608,686853,2,-1,6038924,2608,-1,11072.0,15972377.0,416948.0,4370.0,50500,254000.0,1090000.0,12000.0,3825,171,6,3,0.19890020163157482,-0.1620473519971313,-0.14398874717540255,-0.6395130794262176,0.014437483253803013,0.08369383918725067
2019/6/20,極惡對決,28454846,0,246694,0,-1,851561,-1,-1,,22000.0,,,189000,702000.0,109000.0,,339,15,6,3,0.20188381452674645,-0.16668901518397147,-0.1037634236446947,-0.3418855992038664,-0.07201885450335221,0.013042724440826554
2019/6/19,安娜,34310260,1502,391930,4,-1,491319,713660,-1,1527033.0,4460.0,21303.0,1527033.0,290000,11400.0,334000.0,31500.0,228,8,6,3,0.26209854750202727,-0.26036621768201834,-0.0822756344703906,-0.056420780432909365,-0.02633582589504316,0.04761816323244519
2019/6/19,AI終結戰,1512423,0,50939,4,4404,1005349,203650,399,42.0,35298.0,95499.0,69.0,3360,33900.0,94100.0,18800.0,597,14,6,0,0.34015103279895464,-0.38179394988897924,-0.12283773982604083,-0.31858234869195157,-0.054113292368032084,0.03248028082154231
